material,ancho_m,largo_m,completa,tipo_corte,x_plano,y_plano
Royal Walnut,0.2,1.032,no,corte_largo,328.606,-124.745
Royal Walnut,0.2,1.2,si,completa,328.606,-123.628
Royal Walnut,0.2,0.4315,no,corte_largo,328.405,-125.046
Royal Walnut,0.2,1.2,si,completa,328.405,-124.229
Royal Walnut,0.2,1.032,no,corte_largo,328.204,-124.745
Royal Walnut,0.2,1.2,si,completa,328.204,-123.628
Royal Walnut,0.2,0.4315,no,corte_largo,328.003,-125.046
Royal Walnut,0.2,1.2,si,completa,328.003,-124.229
Royal Walnut,0.2,1.032,no,corte_largo,327.802,-124.745
Royal Walnut,0.2,1.2,si,completa,327.802,-123.628
Royal Walnut,0.2,0.4315,no,corte_largo,327.601,-125.046
Royal Walnut,0.2,1.2,si,completa,327.601,-124.229
Royal Walnut,0.2,1.032,no,corte_largo,327.4,-124.745
Royal Walnut,0.2,1.2,si,completa,327.4,-123.628
Royal Walnut,0.2,0.4315,no,corte_largo,327.199,-125.046
Royal Walnut,0.2,1.2,si,completa,327.199,-124.229
Royal Walnut,0.2,1.032,no,corte_largo,326.998,-124.745
Royal Walnut,0.2,1.2,si,completa,326.998,-123.628
Royal Walnut,0.2,0.4315,no,corte_largo,326.797,-125.046
Royal Walnut,0.2,1.2,si,completa,326.797,-124.229
Royal Walnut,0.2,1.032,no,corte_largo,326.596,-124.745
Royal Walnut,0.2,1.2,si,completa,326.596,-123.628
Royal Walnut,0.2,0.4315,no,corte_largo,326.395,-125.046
Royal Walnut,0.2,1.2,si,completa,326.395,-124.229
Royal Walnut,0.2,1.032,no,corte_largo,326.194,-124.745
Royal Walnut,0.2,1.2,si,completa,326.194,-123.628
Moret,0.0858,0.4315,no,corte_esquina,326.05,-125.046
Royal Walnut,0.0858,1.2,no,corte_ancho,326.05,-124.229
Royal Walnut,0.2,1.2,si,completa,328.807,-123.028
Royal Walnut,0.2,1.2,si,completa,328.606,-122.427
Royal Walnut,0.2,1.2,si,completa,328.405,-123.028
Royal Walnut,0.2,1.2,si,completa,328.204,-122.427
Royal Walnut,0.2,1.2,si,completa,328.003,-123.028
Royal Walnut,0.2,1.2,si,completa,327.802,-122.427
Royal Walnut,0.2,1.2,si,completa,327.601,-123.028
Royal Walnut,0.2,1.2,si,completa,327.4,-122.427
Royal Walnut,0.2,1.2,si,completa,327.199,-123.028
Royal Walnut,0.2,1.2,si,completa,326.998,-122.427
Royal Walnut,0.2,1.2,si,completa,326.797,-123.028
Royal Walnut,0.2,1.2,si,completa,326.596,-122.427
Royal Walnut,0.2,1.2,si,completa,326.395,-123.028
Royal Walnut,0.2,1.2,si,completa,326.194,-122.427
Royal Walnut,0.0858,1.2,no,corte_ancho,326.05,-123.028
